1
-27.982,-0.175729,-0.182156,-24.832,0.00245489,0.000423154,0,7.92121e+08,5.66978e+06,38.34,0,5.18075e+08
-27.937,-0.175707,-0.181066,-24.787,0.00247831,0.000404597,0.045,1.13232e+09,5.42114e+06,38.295,0.045,9.39537e+08
-27.892,-0.17569,-0.177527,-24.742,0.00250149,0.000385719,0.09,1.33127e+09,5.16818e+06,38.25,0.09,1.35237e+09
-27.847,-0.175677,-0.17817,-24.697,0.00252437,0.000366608,0.135,1.4155e+09,4.91212e+06,38.205,0.135,1.50112e+09
-27.802,-0.175668,-0.180049,-24.652,0.00254689,0.000347355,0.18,1.4241e+09,4.65415e+06,38.16,0.18,1.55897e+09
-27.757,-0.175663,-0.179125,-24.607,0.00256899,0.00032805,0.225,1.39169e+09,4.39549e+06,38.115,0.225,1.53177e+09
-27.712,-0.175661,-0.177693,-24.562,0.0025906,0.000308787,0.27,1.33626e+09,4.1374e+06,38.07,0.27,1.45525e+09
-27.667,-0.175661,-0.17836,-24.517,0.00261168,0.000289658,0.315,1.26857e+09,3.88108e+06,38.025,0.315,1.34604e+09
-27.622,-0.175664,-0.179103,-24.472,0.00263216,0.000270756,0.36,1.19585e+09,3.62782e+06,37.98,0.36,1.25361e+09
-27.577,-0.175669,-0.178316,-24.427,0.00265198,0.000252177,0.405,1.12321e+09,3.37888e+06,37.935,0.405,1.17589e+09
-27.532,-0.175675,-0.177472,-24.382,0.00267111,0.00023401,0.45,1.05439e+09,3.13547e+06,37.89,0.45,1.09223e+09
-27.487,-0.175682,-0.178065,-24.337,0.00268949,0.000216343,0.495,9.92633e+08,2.89875e+06,37.845,0.495,1.03072e+09
-27.442,-0.17569,-0.178392,-24.292,0.00270707,0.000199261,0.54,9.39654e+08,2.66987e+06,37.8,0.54,9.63353e+08
-27.397,-0.175698,-0.177607,-24.247,0.00272381,0.000182847,0.585,8.96074e+08,2.44993e+06,37.755,0.585,9.22542e+08
-27.352,-0.175706,-0.177311,-24.202,0.00273969,0.000167171,0.63,8.61507e+08,2.2399e+06,37.71,0.63,8.80232e+08
-27.307,-0.175713,-0.177513,-24.157,0.00275467,0.0001523,0.675,8.34972e+08,2.04065e+06,37.665,0.675,8.50697e+08
-27.262,-0.175719,-0.177725,-24.112,0.00276873,0.000138293,0.72,8.15168e+08,1.85296e+06,37.62,0.72,8.27031e+08
-27.217,-0.175723,-0.177199,-24.067,0.00278185,0.000125199,0.765,8.00617e+08,1.67752e+06,37.575,0.765,8.11534e+08
-27.172,-0.175725,-0.176895,-24.022,0.00279404,0.000113053,0.81,7.89806e+08,1.51478e+06,37.53,0.81,7.96737e+08
-27.127,-0.175725,-0.177143,-23.977,0.00280529,0.000101882,0.855,7.81407e+08,1.3651e+06,37.485,0.855,7.87181e+08
-27.082,-0.175721,-0.176937,-23.932,0.00281561,9.17021e-05,0.9,7.74303e+08,1.2287e+06,37.44,0.9,7.77305e+08
-27.037,-0.175713,-0.176708,-23.887,0.00282503,8.25145e-05,0.945,7.67741e+08,1.1056e+06,37.395,0.945,7.69257e+08
-26.992,-0.175701,-0.176708,-23.842,0.00283357,7.43089e-05,0.99,7.61413e+08,995653,37.35,0.99,7.61894e+08
-26.947,-0.175684,-0.176501,-23.797,0.00284127,6.70622e-05,1.035,7.55424e+08,898556,37.305,1.035,7.56973e+08
-26.902,-0.175662,-0.176359,-23.752,0.00284817,6.07448e-05,1.08,7.50046e+08,813910,37.26,1.08,7.51392e+08
-26.857,-0.175634,-0.176371,-23.707,0.00285432,5.53202e-05,1.125,7.45262e+08,741226,37.215,1.125,7.48903e+08
-26.812,-0.1756,-0.176119,-23.662,0.00285976,5.07408e-05,1.17,7.40801e+08,679867,37.17,1.17,7.45231e+08
-26.767,-0.17556,-0.176058,-23.617,0.00286456,4.6953e-05,1.215,7.36431e+08,629116,37.125,1.215,7.42088e+08
-26.722,-0.175514,-0.175926,-23.572,0.00286876,4.39002e-05,1.26,7.31926e+08,588212,37.08,1.26,7.3792e+08
-26.677,-0.175461,-0.175786,-23.527,0.00287244,4.15207e-05,1.305,7.27079e+08,556330,37.035,1.305,7.34494e+08
-26.632,-0.175402,-0.175688,-23.482,0.00287565,3.97479e-05,1.35,7.21734e+08,532576,36.99,1.35,7.29934e+08
-26.587,-0.175336,-0.175512,-23.437,0.00287844,3.85146e-05,1.395,7.15789e+08,516052,36.945,1.395,7.25065e+08
-26.542,-0.175263,-0.175395,-23.392,0.00288088,3.77555e-05,1.44,7.09168e+08,505880,36.9,1.44,7.19422e+08
-26.497,-0.175185,-0.175279,-23.347,0.00288302,3.74055e-05,1.485,7.01863e+08,501190,36.855,1.485,7.11921e+08
-26.452,-0.1751,-0.175206,-23.302,0.00288492,3.73991e-05,1.53,6.93946e+08,501104,36.81,1.53,7.04739e+08
-26.407,-0.175009,-0.175141,-23.257,0.00288662,3.76749e-05,1.575,6.85528e+08,504800,36.765,1.575,6.95844e+08
-26.362,-0.174914,-0.174805,-23.212,0.00288818,3.81766e-05,1.62,6.76662e+08,511523,36.72,1.62,6.87307e+08
-26.317,-0.174813,-0.17467,-23.167,0.00288963,3.8851e-05,1.665,6.67401e+08,520559,36.675,1.665,6.78203e+08
-26.272,-0.174707,-0.174925,-23.122,0.002891,3.96483e-05,1.71,6.57814e+08,531242,36.63,1.71,6.68451e+08
-26.227,-0.174597,-0.174476,-23.077,0.00289235,4.05245e-05,1.755,6.4797e+08,542982,36.585,1.755,6.58587e+08
-26.182,-0.174483,-0.174362,-23.032,0.00289368,4.14407e-05,1.8,6.37923e+08,555257,36.54,1.8,6.48386e+08
-26.137,-0.174366,-0.174361,-22.987,0.00289504,4.23613e-05,1.845,6.27743e+08,567592,36.495,1.845,6.37729e+08
-26.092,-0.174246,-0.174139,-22.942,0.00289643,4.32554e-05,1.89,6.17492e+08,579572,36.45,1.89,6.27319e+08
-26.047,-0.174123,-0.17409,-22.897,0.00289789,4.4098e-05,1.935,6.07226e+08,590862,36.405,1.935,6.16852e+08
-26.002,-0.173998,-0.174015,-22.852,0.00289941,4.48698e-05,1.98,5.96991e+08,601203,36.36,1.98,6.06666e+08
-25.957,-0.173871,-0.173717,-22.807,0.00290101,4.55553e-05,2.025,5.86827e+08,610389,36.315,2.025,5.96299e+08
-25.912,-0.173742,-0.173688,-22.762,0.00290269,4.61447e-05,2.07,5.76768e+08,618285,36.27,2.07,5.86049e+08
-25.867,-0.173613,-0.173544,-22.717,0.00290446,4.66344e-05,2.115,5.66838e+08,624846,36.225,2.115,5.76182e+08
-25.822,-0.173483,-0.173515,-22.672,0.00290631,4.70254e-05,2.16,5.57045e+08,630086,36.18,2.16,5.66244e+08
-25.777,-0.173352,-0.173372,-22.627,0.00290823,4.73206e-05,2.205,5.47384e+08,634041,36.135,2.205,5.56458e+08
-25.732,-0.173221,-0.173019,-22.582,0.00291023,4.75265e-05,2.25,5.37843e+08,636800,36.09,2.25,5.46819e+08
-25.687,-0.17309,-0.173134,-22.537,0.00291229,4.76543e-05,2.295,5.28409e+08,638512,36.045,2.295,5.37422e+08
-25.642,-0.172959,-0.172992,-22.492,0.00291441,4.77169e-05,2.34,5.19057e+08,639351,36,2.34,5.28006e+08
-25.597,-0.172828,-0.172767,-22.447,0.00291656,4.77261e-05,2.385,5.09773e+08,639474,35.955,2.385,5.18683e+08
-25.552,-0.172698,-0.172631,-22.402,0.00291875,4.76956e-05,2.43,5.00548e+08,639066,35.91,2.43,5.09565e+08
-25.507,-0.172568,-0.17257,-22.357,0.00292096,4.76396e-05,2.475,4.91376e+08,638316,35.865,2.475,5.00376e+08
-25.462,-0.172439,-0.172524,-22.312,0.00292319,4.75711e-05,2.52,4.82249e+08,637398,35.82,2.52,4.91246e+08
-25.417,-0.172311,-0.172286,-22.267,0.00292542,4.75009e-05,2.565,4.73165e+08,636458,35.775,2.565,4.82162e+08
-25.372,-0.172183,-0.172154,-22.222,0.00292765,4.74371e-05,2.61,4.6412e+08,635602,35.73,2.61,4.73109e+08
-25.327,-0.172056,-0.172078,-22.177,0.00292987,4.73861e-05,2.655,4.55113e+08,634919,35.685,2.655,4.64085e+08
-25.282,-0.17193,-0.171919,-22.132,0.00293209,4.73525e-05,2.7,4.46147e+08,634468,35.64,2.7,4.55089e+08
-25.237,-0.171804,-0.171775,-22.087,0.00293429,4.73383e-05,2.745,4.37225e+08,634278,35.595,2.745,4.46126e+08
-25.192,-0.171679,-0.171731,-22.042,0.00293648,4.73436e-05,2.79,4.28352e+08,634349,35.55,2.79,4.37173e+08
-25.147,-0.171553,-0.170488,-21.997,0.00293867,4.73679e-05,2.835,4.19537e+08,634676,35.505,2.835,4.28251e+08
-25.102,-0.171428,-0.172091,-21.952,0.00294085,4.74101e-05,2.88,4.10791e+08,635241,35.46,2.88,4.19367e+08
-25.057,-0.171303,-0.172456,-21.907,0.00294301,4.74674e-05,2.925,4.02124e+08,636009,35.415,2.925,4.10624e+08
-25.012,-0.171178,-0.17055,-21.862,0.00294518,4.75377e-05,2.97,3.93546e+08,636951,35.37,2.97,4.01867e+08
-24.967,-0.171053,-0.170332,-21.817,0.00294734,4.76198e-05,3.015,3.85066e+08,638050,35.325,3.015,3.9318e+08
-24.922,-0.170928,-0.171488,-21.772,0.0029495,4.77109e-05,3.06,3.76692e+08,639271,35.28,3.06,3.84573e+08
-24.877,-0.170803,-0.171277,-21.727,0.00295166,4.78088e-05,3.105,3.68433e+08,640582,35.235,3.105,3.76132e+08
-24.832,-0.170678,-0.170223,-21.682,0.00295382,4.7913e-05,3.15,3.60294e+08,641979,35.19,3.15,3.67743e+08
-24.787,-0.170552,-0.170238,-21.637,0.00295598,4.80237e-05,3.195,3.5228e+08,643461,35.145,3.195,3.59472e+08
-24.742,-0.170426,-0.170812,-21.592,0.00295815,4.8139e-05,3.24,3.44395e+08,645007,35.1,3.24,3.51329e+08
-24.697,-0.1703,-0.170441,-21.547,0.00296032,4.82586e-05,3.285,3.36642e+08,646610,35.055,3.285,3.4361e+08
-24.652,-0.170173,-0.169843,-21.502,0.00296249,4.83837e-05,3.33,3.29024e+08,648286,35.01,3.33,3.35749e+08
-24.607,-0.170047,-0.170075,-21.457,0.00296467,4.85139e-05,3.375,3.21539e+08,650030,34.965,3.375,3.28031e+08
-24.562,-0.16992,-0.169995,-21.412,0.00296684,4.86478e-05,3.42,3.14185e+08,651825,34.92,3.42,3.20459e+08
-24.517,-0.169793,-0.169834,-21.367,0.00296903,4.87841e-05,3.465,3.0696e+08,653651,34.875,3.465,3.13265e+08
-24.472,-0.169666,-0.169598,-21.322,0.00297122,4.89213e-05,3.51,2.99859e+08,655489,34.83,3.51,3.05998e+08
-24.427,-0.169539,-0.169536,-21.277,0.00297341,4.90578e-05,3.555,2.92876e+08,657318,34.785,3.555,2.98873e+08
-24.382,-0.169412,-0.169511,-21.232,0.00297561,4.91919e-05,3.6,2.86007e+08,659115,34.74,3.6,2.91885e+08
-24.337,-0.169285,-0.169161,-21.187,0.00297782,4.93211e-05,3.645,2.79251e+08,660846,34.695,3.645,2.85223e+08
-24.292,-0.169157,-0.169127,-21.142,0.00298004,4.94443e-05,3.69,2.72607e+08,662496,34.65,3.69,2.78469e+08
-24.247,-0.169029,-0.169182,-21.097,0.00298226,4.95607e-05,3.735,2.66073e+08,664056,34.605,3.735,2.7184e+08
-24.202,-0.168902,-0.168849,-21.052,0.00298449,4.96699e-05,3.78,2.59648e+08,665519,34.56,3.78,2.6533e+08
-24.157,-0.168774,-0.168704,-21.007,0.00298672,4.97714e-05,3.825,2.53333e+08,666880,34.515,3.825,2.59139e+08
-24.112,-0.168646,-0.168685,-20.962,0.00298896,4.98663e-05,3.87,2.47127e+08,668151,34.47,3.87,2.52838e+08
-24.067,-0.168518,-0.168503,-20.917,0.00299121,4.99548e-05,3.915,2.4103e+08,669336,34.425,3.915,2.46641e+08
-24.022,-0.16839,-0.168512,-20.872,0.00299347,5.00376e-05,3.96,2.35043e+08,670446,34.38,3.96,2.40546e+08
-23.977,-0.168261,-0.168137,-20.827,0.00299573,5.01167e-05,4.005,2.29167e+08,671506,34.335,4.005,2.34549e+08
-23.932,-0.168133,-0.168102,-20.782,0.002998,5.0194e-05,4.05,2.23404e+08,672541,34.29,4.05,2.28762e+08
-23.887,-0.168005,-0.168148,-20.737,0.00300028,5.02704e-05,4.095,2.17757e+08,673565,34.245,4.095,2.22968e+08
-23.842,-0.167876,-0.167761,-20.692,0.00300256,5.03478e-05,4.14,2.12227e+08,674602,34.2,4.14,2.17274e+08
-23.797,-0.167747,-0.167705,-20.647,0.00300484,5.04285e-05,4.185,2.06813e+08,675684,34.155,4.185,2.11679e+08
-23.752,-0.167619,-0.167705,-20.602,0.00300714,5.05135e-05,4.23,2.01518e+08,676822,34.11,4.23,2.06281e+08
-23.707,-0.16749,-0.167533,-20.557,0.00300943,5.06033e-05,4.275,1.9634e+08,678025,34.065,4.275,2.00891e+08
-23.662,-0.167361,-0.167263,-20.512,0.00301174,5.06978e-05,4.32,1.9128e+08,679292,34.02,4.32,1.9561e+08
-23.617,-0.167233,-0.167224,-20.467,0.00301405,5.07968e-05,4.365,1.86338e+08,680619,33.975,4.365,1.9044e+08
-23.572,-0.167104,-0.167213,-20.422,0.00301637,5.09004e-05,4.41,1.81517e+08,682006,33.93,4.41,1.85385e+08
-23.527,-0.166975,-0.166962,-20.377,0.00301869,5.10083e-05,4.455,1.76818e+08,683452,33.885,4.455,1.8072e+08
-23.482,-0.166846,-0.166732,-20.332,0.00302102,5.11195e-05,4.5,1.72241e+08,684942,33.84,4.5,1.75913e+08
-23.437,-0.166717,-0.166829,-20.287,0.00302336,5.1233e-05,4.545,1.67785e+08,686464,33.795,4.545,1.71228e+08
-23.392,-0.166588,-0.166593,-20.242,0.00302571,5.13491e-05,4.59,1.63449e+08,688019,33.75,4.59,1.66669e+08
-23.347,-0.166459,-0.166241,-20.197,0.00302806,5.14676e-05,4.635,1.59235e+08,689607,33.705,4.635,1.62236e+08
-23.302,-0.166329,-0.166557,-20.152,0.00303042,5.15884e-05,4.68,1.55142e+08,691225,33.66,4.68,1.58156e+08
-23.257,-0.1662,-0.166172,-20.107,0.00303279,5.1712e-05,4.725,1.51173e+08,692881,33.615,4.725,1.54e+08
-23.212,-0.166071,-0.165941,-20.062,0.00303517,5.1839e-05,4.77,1.47329e+08,694583,33.57,4.77,1.49976e+08
-23.167,-0.165941,-0.16601,-20.017,0.00303755,5.197e-05,4.815,1.43614e+08,696337,33.525,4.815,1.46087e+08
-23.122,-0.165811,-0.165882,-19.972,0.00303994,5.2106e-05,4.86,1.40031e+08,698160,33.48,4.86,1.42595e+08
-23.077,-0.165682,-0.16571,-19.927,0.00304233,5.22485e-05,4.905,1.36583e+08,700069,33.435,4.905,1.3897e+08
-23.032,-0.165552,-0.165449,-19.882,0.00304473,5.23977e-05,4.95,1.33273e+08,702069,33.39,4.95,1.35485e+08
-22.987,-0.165422,-0.165389,-19.837,0.00304714,5.25545e-05,4.995,1.30103e+08,704169,33.345,4.995,1.3214e+08
